Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA
9/24/19 23:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
9/25/19 0:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
9/25/19 1:00,Central Los Angeles,2.9,1-hr,pphm,18,N/A
9/25/19 2:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
9/25/19 3:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/25/19 4:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
9/25/19 5:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/25/19 6:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/25/19 7:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
9/25/19 8:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/25/19 9:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
9/25/19 10:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
9/25/19 11:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
9/25/19 12:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/25/19 13:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/25/19 14:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/25/19 15:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
9/25/19 16:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
9/25/19 17:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/25/19 18:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/25/19 19:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/25/19 20:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/25/19 21:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/25/19 22:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/25/19 23:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/26/19 0:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/26/19 1:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/26/19 2:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/26/19 3:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/26/19 4:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/26/19 5:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
9/26/19 6:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
9/26/19 7:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/26/19 8:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
9/26/19 9:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/26/19 10:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
9/26/19 11:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/26/19 12:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/26/19 13:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/26/19 14:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/26/19 15:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/26/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/26/19 17:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/26/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/26/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/26/19 20:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/26/19 21:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/26/19 22:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/26/19 23:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/27/19 0:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/27/19 1:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/27/19 2:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/27/19 3:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/27/19 4:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/27/19 5:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 6:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/27/19 7:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/27/19 8:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 9:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/27/19 10:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 11:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/27/19 12:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/27/19 13:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/27/19 14:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/27/19 15:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/27/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/27/19 17:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/27/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/27/19 19:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/27/19 20:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 21:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 22:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/27/19 23:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
9/28/19 0:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
9/28/19 1:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
9/28/19 2:00,Central Los Angeles,2,1-hr,pphm,18,N/A
9/28/19 3:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
9/28/19 4:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
9/28/19 5:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/28/19 6:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/28/19 7:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/28/19 8:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/28/19 9:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
9/28/19 10:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/28/19 11:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/28/19 12:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/28/19 13:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/28/19 14:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/28/19 15:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/28/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/28/19 17:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/28/19 18:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/28/19 19:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/28/19 20:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/28/19 21:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/28/19 22:00,Central Los Angeles,1,1-hr,pphm,18,N/A
9/28/19 23:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
9/29/19 0:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/29/19 1:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/29/19 2:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 3:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 4:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
9/29/19 5:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
9/29/19 6:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/29/19 7:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
9/29/19 8:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/29/19 9:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/29/19 10:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/29/19 11:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/29/19 12:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 13:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 14:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 15:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/29/19 16:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/29/19 17:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/29/19 18:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/29/19 19:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/29/19 20:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
9/29/19 21:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
9/29/19 22:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
9/29/19 23:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 0:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
9/30/19 1:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 2:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
9/30/19 3:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 4:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 5:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 6:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
9/30/19 7:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
9/30/19 8:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
9/30/19 9:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
9/30/19 10:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
9/30/19 11:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
9/30/19 12:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
9/30/19 13:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
9/30/19 14:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/30/19 15:00,Central Los Angeles,0.3,1-hr,pphm,18,N/A
9/30/19 16:00,Central Los Angeles,0.4,1-hr,pphm,18,N/A
9/30/19 17:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
9/30/19 18:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
9/30/19 19:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
9/30/19 20:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
9/30/19 21:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
9/30/19 22:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
9/30/19 23:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
10/1/19 0:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/1/19 1:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/1/19 2:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/1/19 3:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
10/1/19 4:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
10/1/19 5:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/1/19 6:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/1/19 7:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/1/19 8:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/1/19 9:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/1/19 10:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/1/19 11:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/1/19 12:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/1/19 13:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/1/19 14:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
10/1/19 15:00,Central Los Angeles,0.5,1-hr,pphm,18,N/A
10/1/19 16:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
10/1/19 17:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
10/1/19 18:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/1/19 19:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/1/19 20:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/1/19 21:00,Central Los Angeles,2.4,1-hr,pphm,18,N/A
10/1/19 22:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/1/19 23:00,Central Los Angeles,2.9,1-hr,pphm,18,N/A
10/2/19 0:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/2/19 1:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
10/2/19 2:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/2/19 3:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/2/19 4:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/2/19 5:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/2/19 6:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/2/19 7:00,Central Los Angeles,3.1,1-hr,pphm,18,N/A
10/2/19 8:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/2/19 9:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/2/19 10:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
10/2/19 11:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
10/2/19 12:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/2/19 13:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/2/19 14:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/2/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/2/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/2/19 17:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/2/19 18:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/2/19 19:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/2/19 20:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/2/19 21:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/2/19 22:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/2/19 23:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/3/19 0:00,Central Los Angeles,3.7,1-hr,pphm,18,N/A
10/3/19 1:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/3/19 2:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/3/19 3:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/3/19 4:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/3/19 5:00,Central Los Angeles,3.6,1-hr,pphm,18,N/A
10/3/19 6:00,Central Los Angeles,4.1,1-hr,pphm,18,N/A
10/3/19 7:00,Central Los Angeles,4.1,1-hr,pphm,18,N/A
10/3/19 8:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/3/19 9:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/3/19 10:00,Central Los Angeles,4,1-hr,pphm,18,N/A
10/3/19 11:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
10/3/19 12:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
10/3/19 13:00,Central Los Angeles,2,1-hr,pphm,18,N/A
10/3/19 14:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
10/3/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/3/19 16:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/3/19 17:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/3/19 18:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/3/19 19:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/3/19 20:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/3/19 23:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/4/19 0:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/4/19 1:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/4/19 2:00,Central Los Angeles,3.1,1-hr,pphm,18,N/A
10/4/19 3:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/4/19 4:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/4/19 5:00,Central Los Angeles,3.1,1-hr,pphm,18,N/A
10/4/19 6:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/4/19 7:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/4/19 8:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
10/4/19 9:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
10/4/19 10:00,Central Los Angeles,2.7,1-hr,pphm,18,N/A
10/4/19 15:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
10/4/19 16:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/4/19 17:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/4/19 18:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/4/19 19:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/4/19 20:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/4/19 21:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
10/4/19 22:00,Central Los Angeles,2.9,1-hr,pphm,18,N/A
10/4/19 23:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/5/19 0:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/5/19 1:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/5/19 2:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/5/19 3:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/5/19 4:00,Central Los Angeles,3.6,1-hr,pphm,18,N/A
10/5/19 5:00,Central Los Angeles,4,1-hr,pphm,18,N/A
10/5/19 6:00,Central Los Angeles,3.9,1-hr,pphm,18,N/A
10/5/19 7:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/5/19 8:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/5/19 9:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/5/19 10:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/5/19 11:00,Central Los Angeles,2.5,1-hr,pphm,18,N/A
10/5/19 12:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
10/5/19 13:00,Central Los Angeles,2.6,1-hr,pphm,18,N/A
10/5/19 14:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/5/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/5/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/5/19 17:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/5/19 18:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/5/19 19:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/5/19 20:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
10/5/19 21:00,Central Los Angeles,2,1-hr,pphm,18,N/A
10/5/19 22:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/5/19 23:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/6/19 0:00,Central Los Angeles,3.6,1-hr,pphm,18,N/A
10/6/19 1:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/6/19 2:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/6/19 3:00,Central Los Angeles,3.1,1-hr,pphm,18,N/A
10/6/19 4:00,Central Los Angeles,3.8,1-hr,pphm,18,N/A
10/6/19 5:00,Central Los Angeles,4,1-hr,pphm,18,N/A
10/6/19 6:00,Central Los Angeles,3.7,1-hr,pphm,18,N/A
10/6/19 7:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/6/19 8:00,Central Los Angeles,2.3,1-hr,pphm,18,N/A
10/6/19 9:00,Central Los Angeles,2.1,1-hr,pphm,18,N/A
10/6/19 10:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/6/19 11:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/6/19 12:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/6/19 13:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/6/19 14:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/6/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/6/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/6/19 17:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/6/19 18:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
10/6/19 19:00,Central Los Angeles,2,1-hr,pphm,18,N/A
10/6/19 20:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
10/6/19 21:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/6/19 22:00,Central Los Angeles,3.6,1-hr,pphm,18,N/A
10/6/19 23:00,Central Los Angeles,3.6,1-hr,pphm,18,N/A
10/7/19 0:00,Central Los Angeles,4,1-hr,pphm,18,N/A
10/7/19 1:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/7/19 2:00,Central Los Angeles,3.4,1-hr,pphm,18,N/A
10/7/19 3:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/7/19 4:00,Central Los Angeles,4.4,1-hr,pphm,18,N/A
10/7/19 5:00,Central Los Angeles,4.5,1-hr,pphm,18,N/A
10/7/19 6:00,Central Los Angeles,4.8,1-hr,pphm,18,N/A
10/7/19 7:00,Central Los Angeles,4.4,1-hr,pphm,18,N/A
10/7/19 8:00,Central Los Angeles,4.7,1-hr,pphm,18,N/A
10/7/19 9:00,Central Los Angeles,4.3,1-hr,pphm,18,N/A
10/7/19 10:00,Central Los Angeles,4.7,1-hr,pphm,18,N/A
10/7/19 11:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
10/7/19 12:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/7/19 13:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/7/19 14:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
10/7/19 15:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
10/7/19 16:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/7/19 17:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/7/19 18:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/7/19 19:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/7/19 20:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/7/19 21:00,Central Los Angeles,2.8,1-hr,pphm,18,N/A
10/7/19 22:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/7/19 23:00,Central Los Angeles,3.3,1-hr,pphm,18,N/A
10/8/19 0:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/8/19 1:00,Central Los Angeles,3,1-hr,pphm,18,N/A
10/8/19 2:00,Central Los Angeles,2.9,1-hr,pphm,18,N/A
10/8/19 3:00,Central Los Angeles,2.9,1-hr,pphm,18,N/A
10/8/19 4:00,Central Los Angeles,3.1,1-hr,pphm,18,N/A
10/8/19 5:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/8/19 6:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/8/19 7:00,Central Los Angeles,4,1-hr,pphm,18,N/A
10/8/19 8:00,Central Los Angeles,4.1,1-hr,pphm,18,N/A
10/8/19 9:00,Central Los Angeles,6,1-hr,pphm,18,N/A
10/8/19 10:00,Central Los Angeles,6.1,1-hr,pphm,18,N/A
10/8/19 11:00,Central Los Angeles,3.5,1-hr,pphm,18,N/A
10/8/19 12:00,Central Los Angeles,3.2,1-hr,pphm,18,N/A
10/8/19 13:00,Central Los Angeles,2.2,1-hr,pphm,18,N/A
10/8/19 14:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/8/19 15:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/8/19 16:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/8/19 17:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/8/19 18:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/8/19 19:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/8/19 20:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/8/19 21:00,Central Los Angeles,0.8,1-hr,pphm,18,N/A
10/8/19 22:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/8/19 23:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/9/19 0:00,Central Los Angeles,1.7,1-hr,pphm,18,N/A
10/9/19 1:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/9/19 2:00,Central Los Angeles,1.8,1-hr,pphm,18,N/A
10/9/19 3:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/9/19 4:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 5:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/9/19 6:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/9/19 7:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/9/19 8:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 9:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 10:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
10/9/19 11:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/9/19 12:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 13:00,Central Los Angeles,1.6,1-hr,pphm,18,N/A
10/9/19 14:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 15:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/9/19 16:00,Central Los Angeles,1.3,1-hr,pphm,18,N/A
10/9/19 17:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
10/9/19 18:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/9/19 19:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/9/19 20:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
10/9/19 21:00,Central Los Angeles,0.9,1-hr,pphm,18,N/A
10/9/19 22:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/9/19 23:00,Central Los Angeles,0.6,1-hr,pphm,18,N/A
10/10/19 0:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/10/19 1:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/10/19 2:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/10/19 3:00,Central Los Angeles,0.7,1-hr,pphm,18,N/A
10/10/19 4:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/10/19 5:00,Central Los Angeles,1,1-hr,pphm,18,N/A
10/10/19 6:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/10/19 7:00,Central Los Angeles,1.2,1-hr,pphm,18,N/A
10/10/19 8:00,Central Los Angeles,1.1,1-hr,pphm,18,N/A
10/10/19 9:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
10/10/19 10:00,Central Los Angeles,1.9,1-hr,pphm,18,N/A
10/10/19 11:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
10/10/19 12:00,Central Los Angeles,1.5,1-hr,pphm,18,N/A
10/10/19 13:00,Central Los Angeles,1.4,1-hr,pphm,18,N/A
